date,ppl,geo,gtype,glat,glon,gbox0,gbox1,gbox2,gbox3,ginfo,desc
1796年,路德维希·范·贝多芬,莱比锡,city,51.3406321,12.3747329,51.1806321,51.5006321,12.2147329,12.5347329,莱比锡-Leipzig-萨克森自由州-04109-德国,[1796年]，{路德维希·范·贝多芬}的事业起升，{路德维希·范·贝多芬}先后在<布拉格>和<布达佩斯>演出，途经<纽伦堡>、<莱比锡>和<柏林>等地，并创作了《大提琴奏鸣曲》Op.5和《钢琴奏鸣曲》Op.2。
1796年,路德维希·范·贝多芬,纽伦堡,city,49.453872,11.077297999999999,49.3314339,49.5407534,10.9887326,11.2825957,纽伦堡-中弗兰肯行政区-巴伐利亚-德国,[1796年]，{路德维希·范·贝多芬}的事业起升，{路德维希·范·贝多芬}先后在<布拉格>和<布达佩斯>演出，途经<纽伦堡>、<莱比锡>和<柏林>等地，并创作了《大提琴奏鸣曲》Op.5和《钢琴奏鸣曲》Op.2。
1796年,路德维希·范·贝多芬,布拉格,city,50.0874654,14.4212535,49.9419006,50.1774301,14.2244355,14.7067869,布拉格-okres Hlavní město Praha-Hlavní město Praha-Praha-捷克,[1796年]，{路德维希·范·贝多芬}的事业起升，{路德维希·范·贝多芬}先后在<布拉格>和<布达佩斯>演出，途经<纽伦堡>、<莱比锡>和<柏林>等地，并创作了《大提琴奏鸣曲》Op.5和《钢琴奏鸣曲》Op.2。
1796年,路德维希·范·贝多芬,布达佩斯,city,47.4983815,19.0404707,47.3496899,47.6131468,18.9251057,19.3349258,布达佩斯-Budapest-Közép-Magyarország-匈牙利,[1796年]，{路德维希·范·贝多芬}的事业起升，{路德维希·范·贝多芬}先后在<布拉格>和<布达佩斯>演出，途经<纽伦堡>、<莱比锡>和<柏林>等地，并创作了《大提琴奏鸣曲》Op.5和《钢琴奏鸣曲》Op.2。
1802年,路德维希·范·贝多芬,维也纳,city,48.2083537,16.372504199999998,48.0483537,48.3683537,16.212504199999998,16.532504199999998,维也纳-Wien-1010-奥地利,[1802年]，{路德维希·范·贝多芬}到<维也纳>的修养地圣城，意图靠当地矿泉水浴，以治疗自己日益严重的耳硬化症。
1802年,路德维希·范·贝多芬,维也纳,city,48.2083537,16.372504199999998,48.0483537,48.3683537,16.212504199999998,16.532504199999998,维也纳-Wien-1010-奥地利,[1802年]，{路德维希·范·贝多芬}受到经营<维也纳>两个大歌剧院的布劳温男爵的委托，去创作一部歌剧。
1803年,路德维希·范·贝多芬,维也纳,city,48.2083537,16.372504199999998,48.0483537,48.3683537,16.212504199999998,16.532504199999998,维也纳-Wien-1010-奥地利,《第2号交响曲》很快在[1803年]，{路德维希·范·贝多芬}就在<维也纳>第一次与听众见面。
1803年,路德维希·范·贝多芬,维也纳,city,48.2083537,16.372504199999998,48.0483537,48.3683537,16.212504199999998,16.532504199999998,维也纳-Wien-1010-奥地利,[1803年]，{路德维希·范·贝多芬}也得到了<维也纳>戏剧院作曲家这一职位，并着手进行下一部交响曲的创作。
1805年,路德维希·范·贝多芬,维也纳,city,48.2083537,16.372504199999998,48.0483537,48.3683537,16.212504199999998,16.532504199999998,维也纳-Wien-1010-奥地利,[1805年]，{路德维希·范·贝多芬}法军开进<维也纳>，歌剧首演，但是可惜演出非常失败，第三天就被迫停演。
1812年,路德维希·范·贝多芬,维也纳,city,48.2083537,16.372504199999998,48.0483537,48.3683537,16.212504199999998,16.532504199999998,维也纳-Wien-1010-奥地利,[1812年]夏{路德维希·范·贝多芬}出外修养，在6月底离开<维也纳>，经在<布拉格>短暂逗留后7月5日去到<Teplice>，并会见了约翰·沃尔夫冈·冯·歌德。
1812年,路德维希·范·贝多芬,布拉格,city,50.0874654,14.4212535,49.9419006,50.1774301,14.2244355,14.7067869,布拉格-okres Hlavní město Praha-Hlavní město Praha-Praha-捷克,[1812年]夏{路德维希·范·贝多芬}出外修养，在6月底离开<维也纳>，经在<布拉格>短暂逗留后7月5日去到<Teplice>，并会见了约翰·沃尔夫冈·冯·歌德。
1812年,路德维希·范·贝多芬,Teplice,administrative,50.6406644,13.8244461,50.6135739,50.6771227,13.7719789,13.8754932,Teplice-okres Teplice-Ústecký kraj-Severozápad-捷克,[1812年]夏{路德维希·范·贝多芬}出外修养，在6月底离开<维也纳>，经在<布拉格>短暂逗留后7月5日去到<Teplice>，并会见了约翰·沃尔夫冈·冯·歌德。
1814年,路德维希·范·贝多芬,维也纳,city,48.2083537,16.372504199999998,48.0483537,48.3683537,16.212504199999998,16.532504199999998,维也纳-Wien-1010-奥地利,[1814年]<维也纳>会议期间{路德维希·范·贝多芬}写了一部《荣耀时刻》的大型康塔塔和一部名为《平静的海洋和幸福的旅程》的合唱作品。
1819年,路德维希·范·贝多芬,Olomouc,city,49.5940567,17.251143,49.5346988,49.6619655,17.1621222,17.396068,Olomouc-okres Olomouc-Olomoucký kraj-Střední Morava-捷克,[1819年]，{路德维希·范·贝多芬}的学生兼赞助人鲁道夫大公爵被封为<Olomouc>总主教。
1827年3月26日,路德维希·范·贝多芬,维也纳,city,48.2083537,16.372504199999998,48.0483537,48.3683537,16.212504199999998,16.532504199999998,维也纳-Wien-1010-奥地利,[1827年3月26日]，{路德维希·范·贝多芬}在<维也纳>逝世。
