date,ppl,geo,gtype,glat,glon,gbox0,gbox1,gbox2,gbox3,ginfo,desc,ppls
1893年9月18日,阿瑟·本杰明,悉尼,city,-33.8548157,151.2164539,-34.173241600000004,-33.3641481,150.260825,151.3427428,悉尼-新南威尔士州-澳大利亚,1893年9月18日，阿瑟·本杰明在悉尼出生。,阿瑟·本杰明
1919年,阿瑟·本杰明,澳大利亚,administrative,-24.7761086,134.755,-55.322817500000006,-9.0880125,72.24619320000002,168.2261259,澳大利亚,1919年，阿瑟·本杰明回澳大利亚教书，后又到英国从教，学生中包括本杰明·布里顿。,阿瑟·本杰明 本杰明·布里顿
1919年,本杰明·布里顿,澳大利亚,administrative,-24.7761086,134.755,-55.322817500000006,-9.0880125,72.24619320000002,168.2261259,澳大利亚,1919年，阿瑟·本杰明回澳大利亚教书，后又到英国从教，学生中包括本杰明·布里顿。,阿瑟·本杰明 本杰明·布里顿
1919年,阿瑟·本杰明,英国,administrative,54.70235450000001,-3.2765752999999997,49.674,61.06100000000001,-14.015517000000001,2.0919117,英国,1919年，阿瑟·本杰明回澳大利亚教书，后又到英国从教，学生中包括本杰明·布里顿。,阿瑟·本杰明 本杰明·布里顿
1919年,本杰明·布里顿,英国,administrative,54.70235450000001,-3.2765752999999997,49.674,61.06100000000001,-14.015517000000001,2.0919117,英国,1919年，阿瑟·本杰明回澳大利亚教书，后又到英国从教，学生中包括本杰明·布里顿。,阿瑟·本杰明 本杰明·布里顿
1960年,阿瑟·本杰明,伦敦,city,51.5073219,-0.1276474,51.3473219,51.6673219,-0.2876474,0.0323526,伦敦-Greater London-英格兰-SW1A 2DX-英国,1960年，阿瑟·本杰明逝世于伦敦。,阿瑟·本杰明
1960年4月10日,阿瑟·本杰明,伦敦,city,51.5073219,-0.1276474,51.3473219,51.6673219,-0.2876474,0.0323526,伦敦-Greater London-英格兰-SW1A 2DX-英国,1960年4月10日，阿瑟·本杰明在伦敦逝世。,阿瑟·本杰明
1891年9月2日,阿瑟·布利斯,伦敦,city,51.5073219,-0.1276474,51.3473219,51.6673219,-0.2876474,0.0323526,伦敦-Greater London-英格兰-SW1A 2DX-英国,1891年9月2日，阿瑟·布利斯在伦敦出生。,阿瑟·布利斯
1975年3月27日,阿瑟·布利斯,伦敦,city,51.5073219,-0.1276474,51.3473219,51.6673219,-0.2876474,0.0323526,伦敦-Greater London-英格兰-SW1A 2DX-英国,1975年3月27日，阿瑟·布利斯在伦敦逝世。,阿瑟·布利斯
1872年,阿希尔·克洛德·德彪西,巴黎,city,48.85661010000001,2.3514992,48.8155755,48.902156,2.224122,2.4697602,巴黎-法兰西岛大区-法国-法国,1872年，阿希尔·克洛德·德彪西进入巴黎国立高等音乐舞蹈学院，他的作曲课、音乐理论及历史课、和声课、钢琴课、风琴课、声乐课老师们，几乎都是当时的知名音乐家。,阿希尔·克洛德·德彪西
1880年-1882年,阿希尔·克洛德·德彪西,俄罗斯,administrative,64.6863136,97.7453061,41.1850968,82.05862320000001,-180.0,180.0,俄罗斯,1880年-1882年，阿希尔·克洛德·德彪西在俄罗斯，给冯·梅克夫人的孩子当音乐教师，巧的是这位夫人正是彼得·伊里奇·柴可夫斯基的赞助人。,阿希尔·克洛德·德彪西 彼得·伊里奇·柴可夫斯基
1880年-1882年,彼得·伊里奇·柴可夫斯基,俄罗斯,administrative,64.6863136,97.7453061,41.1850968,82.05862320000001,-180.0,180.0,俄罗斯,1880年-1882年，阿希尔·克洛德·德彪西在俄罗斯，给冯·梅克夫人的孩子当音乐教师，巧的是这位夫人正是彼得·伊里奇·柴可夫斯基的赞助人。,阿希尔·克洛德·德彪西 彼得·伊里奇·柴可夫斯基
1883年,阿希尔·克洛德·德彪西,巴黎,city,48.85661010000001,2.3514992,48.8155755,48.902156,2.224122,2.4697602,巴黎-法兰西岛大区-法国-法国,1883年阿希尔·克洛德·德彪西回到巴黎音乐学院，以《L'Enfant prodigue》获得罗马大奖，他获得了一份奖学金和前往设在罗马的法兰西学院4年留学的资格。,阿希尔·克洛德·德彪西
1883年,阿希尔·克洛德·德彪西,罗马,city,41.894802,12.4853384,41.6556417,42.1410285,12.2344669,12.8557603,罗马-RM-LAZ-意大利,1883年阿希尔·克洛德·德彪西回到巴黎音乐学院，以《L'Enfant prodigue》获得罗马大奖，他获得了一份奖学金和前往设在罗马的法兰西学院4年留学的资格。,阿希尔·克洛德·德彪西
1885年-1887年,阿希尔·克洛德·德彪西,罗马,city,41.894802,12.4853384,41.6556417,42.1410285,12.2344669,12.8557603,罗马-RM-LAZ-意大利,1885年-1887年，阿希尔·克洛德·德彪西是在罗马度过的。,阿希尔·克洛德·德彪西
1888年,阿希尔·克洛德·德彪西,罗马,city,41.894802,12.4853384,41.6556417,42.1410285,12.2344669,12.8557603,罗马-RM-LAZ-意大利,1888年阿希尔·克洛德·德彪西没有完成罗马的学业，就离开那里，到拜罗伊特参加音乐节，在那里他被理查德·瓦格纳式的歌剧震憾了。,阿希尔·克洛德·德彪西 理查德·瓦格纳
1888年,理查德·瓦格纳,罗马,city,41.894802,12.4853384,41.6556417,42.1410285,12.2344669,12.8557603,罗马-RM-LAZ-意大利,1888年阿希尔·克洛德·德彪西没有完成罗马的学业，就离开那里，到拜罗伊特参加音乐节，在那里他被理查德·瓦格纳式的歌剧震憾了。,阿希尔·克洛德·德彪西 理查德·瓦格纳
1888年,阿希尔·克洛德·德彪西,拜罗伊特,town,49.942720200000004,11.5763079,49.90272020000001,49.9827202,11.5363079,11.616307899999999,拜罗伊特-Bayreuth-上弗兰肯行政区-巴伐利亚-95444-德国,1888年阿希尔·克洛德·德彪西没有完成罗马的学业，就离开那里，到拜罗伊特参加音乐节，在那里他被理查德·瓦格纳式的歌剧震憾了。,阿希尔·克洛德·德彪西 理查德·瓦格纳
1888年,理查德·瓦格纳,拜罗伊特,town,49.942720200000004,11.5763079,49.90272020000001,49.9827202,11.5363079,11.616307899999999,拜罗伊特-Bayreuth-上弗兰肯行政区-巴伐利亚-95444-德国,1888年阿希尔·克洛德·德彪西没有完成罗马的学业，就离开那里，到拜罗伊特参加音乐节，在那里他被理查德·瓦格纳式的歌剧震憾了。,阿希尔·克洛德·德彪西 理查德·瓦格纳
1889年,阿希尔·克洛德·德彪西,拜罗伊特,town,49.942720200000004,11.5763079,49.90272020000001,49.9827202,11.5363079,11.616307899999999,拜罗伊特-Bayreuth-上弗兰肯行政区-巴伐利亚-95444-德国,阿希尔·克洛德·德彪西在拜罗伊特待到1889年才回到巴黎。,阿希尔·克洛德·德彪西
1889年,阿希尔·克洛德·德彪西,巴黎,city,48.85661010000001,2.3514992,48.8155755,48.902156,2.224122,2.4697602,巴黎-法兰西岛大区-法国-法国,阿希尔·克洛德·德彪西在拜罗伊特待到1889年才回到巴黎。,阿希尔·克洛德·德彪西
1918年3月25日,阿希尔·克洛德·德彪西,巴黎,city,48.85661010000001,2.3514992,48.8155755,48.902156,2.224122,2.4697602,巴黎-法兰西岛大区-法国-法国,1918年3月25日，阿希尔·克洛德·德彪西在巴黎逝世。,阿希尔·克洛德·德彪西
1883年7月25日,阿尔弗雷多·卡塞拉,都灵,city,45.06775510000001,7.682489200000001,45.0067924,45.1402175,7.5778348,7.7733387999999985,都灵-TO-PIE-意大利,1883年7月25日，阿尔弗雷多·卡塞拉在都灵出生。,阿尔弗雷多·卡塞拉
1896年,阿尔弗雷多·卡塞拉,巴黎,city,48.85661010000001,2.3514992,48.8155755,48.902156,2.224122,2.4697602,巴黎-法兰西岛大区-法国-法国,1896年，阿尔弗雷多·卡塞拉入巴黎国立高等音乐舞蹈学院。,阿尔弗雷多·卡塞拉
1947年3月5日,阿尔弗雷多·卡塞拉,罗马,city,41.894802,12.4853384,41.6556417,42.1410285,12.2344669,12.8557603,罗马-RM-LAZ-意大利,1947年3月5日，阿尔弗雷多·卡塞拉在罗马逝世。,阿尔弗雷多·卡塞拉
1653年2月17日,阿尔坎杰罗·科雷利,Fusignano,administrative,44.4675026,11.9601925,44.4542003,44.5084234,11.9260647,12.0489623,Fusignano-Unione dei comuni della Bassa Romagna-RA-EMR-48034-意大利,1653年2月17日，阿尔坎杰罗·科雷利在Fusignano出生。,阿尔坎杰罗·科雷利
1674年,阿尔坎杰罗·科雷利,罗马,city,41.894802,12.4853384,41.6556417,42.1410285,12.2344669,12.8557603,罗马-RM-LAZ-意大利,1674年，阿尔坎杰罗·科雷利时去了罗马。,阿尔坎杰罗·科雷利
1713年1月8日,阿尔坎杰罗·科雷利,罗马,city,41.894802,12.4853384,41.6556417,42.1410285,12.2344669,12.8557603,罗马-RM-LAZ-意大利,1713年1月8日，阿尔坎杰罗·科雷利在罗马逝世。,阿尔坎杰罗·科雷利
1869年4月5日,阿尔伯特·鲁塞尔,Tourcoing,administrative,50.7235038,3.1605714,50.6930811,50.7490318,3.1186236000000003,3.1967341,Tourcoing-Lille-Nord-Hauts-de-France-法国-59200-法国,1869年4月5日，阿尔伯特·鲁塞尔在Tourcoing出生。,阿尔伯特·鲁塞尔
1889年,阿尔伯特·鲁塞尔,亚洲,continent,51.2086975,89.2343748,51.2086475,51.2087475,89.2343248,89.2344248,亚洲,1889年，阿尔伯特·鲁塞尔参加海军，随舰航行到亚洲地区。,阿尔伯特·鲁塞尔
1937年8月23日,阿尔伯特·鲁塞尔,Royan,administrative,45.6245332,-1.0287636,45.6119614,45.6566781,-1.0544563999999998,-0.9708931,Royan-Rochefort-Charente-Maritime-Nouvelle-Aquitaine-法国-17200-法国,1937年8月23日，阿尔伯特·鲁塞尔在Royan逝世。,阿尔伯特·鲁塞尔
1801年10月23日,阿尔伯特·洛尔青,柏林,city,52.5170365,13.388859900000002,52.3570365,52.6770365,13.228859900000002,13.548859900000002,柏林-10117-德国,1801年10月23日，阿尔伯特·洛尔青在柏林出生。,阿尔伯特·洛尔青
1833年-1844年,阿尔伯特·洛尔青,莱比锡,city,51.3406321,12.3747329,51.1806321,51.5006321,12.2147329,12.5347329,莱比锡-Leipzig-萨克森自由州-04109-德国,1833年-1844年，阿尔伯特·洛尔青担任莱比锡剧院的男高音歌手，同时创作了《乌亭》。,阿尔伯特·洛尔青
1833年-1844年,阿尔伯特·洛尔青,莱比锡,city,51.3406321,12.3747329,51.1806321,51.5006321,12.2147329,12.5347329,莱比锡-Leipzig-萨克森自由州-04109-德国,1833年-1844年，阿尔伯特·洛尔青担任莱比锡剧院的男高音歌手，同时创作了《乌亭》。,阿尔伯特·洛尔青
1846年,阿尔伯特·洛尔青,维也纳,city,48.2083537,16.372504199999998,48.0483537,48.3683537,16.212504199999998,16.532504199999998,维也纳-Wien-1010-奥地利,1846年，阿尔伯特·洛尔青到维也纳任职。,阿尔伯特·洛尔青
1848年,阿尔伯特·洛尔青,柏林,city,52.5170365,13.388859900000002,52.3570365,52.6770365,13.228859900000002,13.548859900000002,柏林-10117-德国,但由于1848年革命导致剧院关闭，阿尔伯特·洛尔青失业回柏林。,阿尔伯特·洛尔青
1851年1月21日,阿尔伯特·洛尔青,柏林,city,52.5170365,13.388859900000002,52.3570365,52.6770365,13.228859900000002,13.548859900000002,柏林-10117-德国,1851年1月21日，阿尔伯特·洛尔青在柏林逝世。,阿尔伯特·洛尔青
1892年9月4日,达律斯·米约,Aix-en-Provence,city,43.5298424,5.4474738,43.4461058,43.6259224,5.2694745,5.5063013,普罗旺斯地区艾克斯-Aix-en-Provence-Bouches-du-Rhône-Provence-Alpes-Côte d'Azur-法国-法国,1892年9月4日，达律斯·米约在Aix-en-Provence出生。,达律斯·米约
1940年,达律斯·米约,美国,administrative,39.7837304,-100.4458825,-14.7608358,71.6048217,-180.0,180.0,美国,1940年，达律斯·米约移居美国并在美国教书。,达律斯·米约
1974年,达律斯·米约,日内瓦,city,46.2017559,6.1466014000000015,46.1777724,46.231885,6.1102411,6.1758527,日内瓦-瑞士,1974年，达律斯·米约在日内瓦逝世。,达律斯·米约
1743年2月19日,路易吉·博凯里尼,卢卡,city,43.8428381,10.502875999999999,43.7582935,43.9592326,10.3627442,10.5737641,卢卡-LU-TOS-意大利,1743年2月19日，路易吉·博凯里尼在卢卡出生。,路易吉·博凯里尼
1757年,路易吉·博凯里尼,维也纳,city,48.2083537,16.372504199999998,48.0483537,48.3683537,16.212504199999998,16.532504199999998,维也纳-Wien-1010-奥地利,1757年，路易吉·博凯里尼到维也纳。,路易吉·博凯里尼
1761年,路易吉·博凯里尼,马德里,city,40.4167047,-3.7035825,40.3119774,40.6437293,-3.8889539,-3.5179163,马德里-Área metropolitana de Madrid y Corredor del Henares-Comunidad de Madrid-28001-西班牙,1761年，路易吉·博凯里尼到马德里，成为西班牙王子Don Luis的宫廷音乐家。,路易吉·博凯里尼
1805年5月28日,路易吉·博凯里尼,马德里,city,40.4167047,-3.7035825,40.3119774,40.6437293,-3.8889539,-3.5179163,马德里-Área metropolitana de Madrid y Corredor del Henares-Comunidad de Madrid-28001-西班牙,1805年5月28日，路易吉·博凯里尼在马德里逝世。,路易吉·博凯里尼
1780年,路易吉·凯鲁比尼,博洛尼亚,city,44.4936714,11.343034699999999,44.421033,44.556094,11.229620599999999,11.4336295,博洛尼亚-BO-EMR-意大利,1780年，路易吉·凯鲁比尼更获得托斯卡尼大公的资助，前往博洛尼亚和米兰进修。,路易吉·凯鲁比尼
1780年,路易吉·凯鲁比尼,米兰,city,45.4667971,9.1904984,45.3867381,45.535848200000004,9.0408867,9.2781103,米兰-LOM-意大利,1780年，路易吉·凯鲁比尼更获得托斯卡尼大公的资助，前往博洛尼亚和米兰进修。,路易吉·凯鲁比尼
1783年11月,路易吉·凯鲁比尼,威尼斯,city,45.4371908,12.3345898,45.2312466,45.5779981,12.1668349,12.5965709,威尼斯-VE-VEN-意大利,而路易吉·凯鲁比尼唯一的喜剧作品，《三妻之夫和无妻之夫》在1783年11月的威尼斯首演。,路易吉·凯鲁比尼
1785年,路易吉·凯鲁比尼,意大利,administrative,42.6384261,12.674297,35.2889616,47.09214620000001,6.6272658,18.784474600000006,意大利,深感受意大利的传统局限，并且锐意尝试，路易吉·凯鲁比尼在1785年前往伦敦，为皇家剧院制作了两套正歌剧和喜歌剧。,路易吉·凯鲁比尼
1785年,路易吉·凯鲁比尼,伦敦,city,51.5073219,-0.1276474,51.3473219,51.6673219,-0.2876474,0.0323526,伦敦-Greater London-英格兰-SW1A 2DX-英国,深感受意大利的传统局限，并且锐意尝试，路易吉·凯鲁比尼在1785年前往伦敦，为皇家剧院制作了两套正歌剧和喜歌剧。,路易吉·凯鲁比尼
1785年,路易吉·凯鲁比尼,巴黎,city,48.85661010000001,2.3514992,48.8155755,48.902156,2.224122,2.4697602,巴黎-法兰西岛大区-法国-法国,1785年，路易吉·凯鲁比尼偏离原订行程，和朋友吉安巴提斯塔·维奥堤前往巴黎旅游，并被维奥提引见法国的玛丽·安托瓦内特王后和巴黎的上流社会。,路易吉·凯鲁比尼
1788年,路易吉·凯鲁比尼,巴黎,city,48.85661010000001,2.3514992,48.8155755,48.902156,2.224122,2.4697602,巴黎-法兰西岛大区-法国-法国,1788年，路易吉·凯鲁比尼《得摩丰》在巴黎大歌剧院上演获得好评。,路易吉·凯鲁比尼
1791年,路易吉·凯鲁比尼,瑞士,administrative,46.7985624,8.231973599999998,45.817995,47.8084648,5.9559113,10.4922941,瑞士,1791年，路易吉·凯鲁比尼的《艾莉莎》，以瑞士阿尔卑斯山麓为背景。,路易吉·凯鲁比尼
1805年-1806年,路易吉·凯鲁比尼,维也纳,city,48.2083537,16.372504199999998,48.0483537,48.3683537,16.212504199999998,16.532504199999998,维也纳-Wien-1010-奥地利,而最终路易吉·凯鲁比尼也在1805年-1806年获得任命为拿破仑在维也纳的音乐总监，令他的部分作品得以在维也纳上演。,路易吉·凯鲁比尼
1813年,路易吉·凯鲁比尼,西班牙,administrative,39.3262345,-4.838064900000001,27.43354260000001,43.9933088,-18.3936845,4.5918885000000005,西班牙,随后1813年首演的《阿本塞拉赫家族的故事》，讲述西班牙摩尔人的格拉纳达王国末日的英雄歌剧，是路易吉·凯鲁比尼意欲与加斯帕罗·斯蓬蒂尼的《贞洁的修女》抗衡之作。,路易吉·凯鲁比尼
1822年,路易吉·凯鲁比尼,巴黎,city,48.85661010000001,2.3514992,48.8155755,48.902156,2.224122,2.4697602,巴黎-法兰西岛大区-法国-法国,1822年，路易吉·凯鲁比尼被任命为巴黎国立高等音乐舞蹈学院院长，并完成路易吉·凯鲁比尼的教科书《对位法和赋格教程》。,路易吉·凯鲁比尼
1841年,路易吉·凯鲁比尼,法国,administrative,46.603353999999996,1.8883334999999999,-50.2187169,51.268318,-178.3873749,172.30571519999995,法国,1841年，路易吉·凯鲁比尼更成为法国历史上首位获得荣誉军团勋章司令勋位的音乐家。,路易吉·凯鲁比尼
1842年3月15日,路易吉·凯鲁比尼,巴黎,city,48.85661010000001,2.3514992,48.8155755,48.902156,2.224122,2.4697602,巴黎-法兰西岛大区-法国-法国,1842年3月15日，路易吉·凯鲁比尼在巴黎逝世。,路易吉·凯鲁比尼
1870年10月8日,路易·维尔纳,普瓦捷,city,46.58025960000001,0.340196,46.5422279,46.6270136,0.29113320000000004,0.4516769000000001,普瓦捷-Poitiers-Vienne-Nouvelle-Aquitaine-法国-86000-法国,1870年10月8日，路易·维尔纳在普瓦捷出生。,路易·维尔纳
1937年6月2日,路易·维尔纳,巴黎,city,48.85661010000001,2.3514992,48.8155755,48.902156,2.224122,2.4697602,巴黎-法兰西岛大区-法国-法国,1937年6月2日，路易·维尔纳在巴黎逝世。,路易·维尔纳
1772年11月18日,路易·斐迪南亲王,Lichtenberg,administrative,52.53216060000001,13.511892699999999,52.4678355,52.5964434,13.456189800000002,13.5676755,Lichtenberg-柏林-德国,1772年11月18日，路易·斐迪南亲王在Lichtenberg出生。,路易·斐迪南亲王
1793年,路易·斐迪南亲王,美因茨,city,50.0012314,8.276251299999998,49.8412314,50.1612314,8.1162513,8.4362513,美因茨-Mainz-莱茵兰-普法尔茨-55116-德国,路易·斐迪南亲王于1793年在美因茨围城战中负伤。,路易·斐迪南亲王
1806年10月10日,路易·斐迪南亲王,美因茨,city,50.0012314,8.276251299999998,49.8412314,50.1612314,8.1162513,8.4362513,美因茨-Mainz-莱茵兰-普法尔茨-55116-德国,1806年10月10日，路易·斐迪南亲王率军在美因茨萨尔费尔德战役中迎战让·拉纳元帅的法国军事。,路易·斐迪南亲王
