time,person,location,thing
1898年1月23日,弗里茨·克莱斯勒,维也纳,[1898年1月23日]，{弗里茨·克莱斯勒}回到<奥地利>，在<维也纳>爱乐团伴奏下，首次在家乡登台演出，他出色地演奏了布鲁赫的第二号小提琴协奏曲，赢得多次喝彩。
1898年1月23日,弗里茨·克莱斯勒,奥地利,[1898年1月23日]，{弗里茨·克莱斯勒}回到<奥地利>，在<维也纳>爱乐团伴奏下，首次在家乡登台演出，他出色地演奏了布鲁赫的第二号小提琴协奏曲，赢得多次喝彩。
1899年12月1日,欧仁·伊萨伊,柏林,[1899年12月1日]，{弗里茨·克莱斯勒}在<柏林>与尼基施·阿图尔指挥的<柏林>爱乐乐团合作举办了一张音乐会，当晚，有小提琴无冕王之称的{欧仁·伊萨伊}在座。
1899年12月1日,弗里茨·克莱斯勒,柏林,[1899年12月1日]，{弗里茨·克莱斯勒}在<柏林>与尼基施·阿图尔指挥的<柏林>爱乐乐团合作举办了一张音乐会，当晚，有小提琴无冕王之称的{欧仁·伊萨伊}在座。
1900年-1902年,弗里茨·克莱斯勒,美国,[1900年-1902年]，Wolff&Sach为{弗里茨·克莱斯勒}安排了<法国>、<意大利>、<德国>、<奥地利>、<西班牙>、<英国>、<美国>以及<斯堪的纳维亚>诸国的音乐会演出。
1900年-1902年,弗里茨·克莱斯勒,法国,[1900年-1902年]，Wolff&Sach为{弗里茨·克莱斯勒}安排了<法国>、<意大利>、<德国>、<奥地利>、<西班牙>、<英国>、<美国>以及<斯堪的纳维亚>诸国的音乐会演出。
1900年-1902年,弗里茨·克莱斯勒,意大利,[1900年-1902年]，Wolff&Sach为{弗里茨·克莱斯勒}安排了<法国>、<意大利>、<德国>、<奥地利>、<西班牙>、<英国>、<美国>以及<斯堪的纳维亚>诸国的音乐会演出。
1900年-1902年,弗里茨·克莱斯勒,德国,[1900年-1902年]，Wolff&Sach为{弗里茨·克莱斯勒}安排了<法国>、<意大利>、<德国>、<奥地利>、<西班牙>、<英国>、<美国>以及<斯堪的纳维亚>诸国的音乐会演出。
1900年-1902年,弗里茨·克莱斯勒,奥地利,[1900年-1902年]，Wolff&Sach为{弗里茨·克莱斯勒}安排了<法国>、<意大利>、<德国>、<奥地利>、<西班牙>、<英国>、<美国>以及<斯堪的纳维亚>诸国的音乐会演出。
1900年-1902年,弗里茨·克莱斯勒,西班牙,[1900年-1902年]，Wolff&Sach为{弗里茨·克莱斯勒}安排了<法国>、<意大利>、<德国>、<奥地利>、<西班牙>、<英国>、<美国>以及<斯堪的纳维亚>诸国的音乐会演出。
1900年-1902年,弗里茨·克莱斯勒,英国,[1900年-1902年]，Wolff&Sach为{弗里茨·克莱斯勒}安排了<法国>、<意大利>、<德国>、<奥地利>、<西班牙>、<英国>、<美国>以及<斯堪的纳维亚>诸国的音乐会演出。
1900年-1902年,弗里茨·克莱斯勒,斯堪的纳维亚,[1900年-1902年]，Wolff&Sach为{弗里茨·克莱斯勒}安排了<法国>、<意大利>、<德国>、<奥地利>、<西班牙>、<英国>、<美国>以及<斯堪的纳维亚>诸国的音乐会演出。
1901年5月,弗里茨·克莱斯勒,爱河,[1901年5月]，{弗里茨·克莱斯勒}搭俾斯麦王子号游轮返回，在船上遇到一位美丽的红发女郎哈瑞特·沃茨小姐，两人堕入<爱河>。
1902年9月,弗里茨·克莱斯勒,纽约,[1902年9月]，{弗里茨·克莱斯勒}与哈瑞特在<纽约>成婚。
1923年4月23日,弗里茨·克莱斯勒,上海,[1923年4月23日]，{弗里茨·克莱斯勒}夫妇乘Str.Shanghai Maru号轮船抵达<上海>，钢琴伴奏Michael Raucheisen同行。
1924年,弗里茨·克莱斯勒,柏林,[1924年]，{弗里茨·克莱斯勒}回到<柏林>。
1929年6月19日,弗里茨·克莱斯勒,格拉斯哥,[1929年6月19日]，{弗里茨·克莱斯勒}荣获<格拉斯哥>大学名誉法学博士学位。
1931年1月27日,弗里茨·克莱斯勒,伊,[1931年1月27日]，<伊>萨<伊>因糖尿病截去一条腿，最后一场演出不能登台，{弗里茨·克莱斯勒}立即救场，为老友登台演奏贝多芬小提琴协奏曲。
1938年,弗里茨·克莱斯勒,巴黎,[1938年]，{弗里茨·克莱斯勒}迁往<巴黎>。
1941年4月27日,弗里茨·克莱斯勒,纽约,[1941年4月27日]，{弗里茨·克莱斯勒}在<纽约>遭遇车祸，头骨破裂。
1943年,弗里茨·克莱斯勒,美国,[1943年]，{弗里茨·克莱斯勒}移民<美国>，并入美国国籍。
1962年1月29日,弗里茨·克莱斯勒,美国,[1962年1月29日]，{弗里茨·克莱斯勒}在<美国><纽约>逝世。
1962年1月29日,弗里茨·克莱斯勒,纽约,[1962年1月29日]，{弗里茨·克莱斯勒}在<美国><纽约>逝世。
